Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
LW - Titas Tacos,78734,06/13/2019,89,"2103 S FM 620 RD
LAKEWAY, TX 78734",11968326,Routine Inspection
Tarry House Snack Bar,78703,06/09/2021,91,"3006 BOWMAN AVE
AUSTIN, TX 78703
(30.299456, -97.770788)",2800548,Routine Inspection
Mango King,78753,07/09/2021,98,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.374751, -97.69044)",11787350,Routine Inspection
Murphy USA # 7638,78729,09/16/2020,100,"9926 LAKE CREEK PKWY
AUSTIN, TX 78729
(30.468914, -97.78923)",11991716,Routine Inspection
Lamar Food Market,78753,11/07/2018,95,"10810 N LAMAR BLVD
AUSTIN, TX 78753
(30.377239, -97.689034)",10703396,Routine Inspection
BC-Marble Slab /Great American Cookies,78738,06/21/2021,95,"12717 SHOPS PKWY
BEE CAVE, TX 78738
(30.305053, -97.940736)",12185730,Routine Inspection
"Crossmark, Inc",78717,09/30/2020,100,"10901 LAKELINE MALL DR
AUSTIN, TX 78717
(30.474402, -97.796047)",12134032,Routine Inspection
LW - Starbucks Kiosk/Randall's,78734,09/30/2019,96,"2301 S FM 620 RD
LAKEWAY, TX 78734",10999732,Routine Inspection
Austin's Pizza #4,78704,03/25/2019,87,"1817 S LAMAR BLVD
AUSTIN, TX 78704
(30.249869, -97.766749)",2802933,Routine Inspection
Driskill Hotel -1886 Cafe,78701,06/11/2020,99,"604 BRAZOS ST
AUSTIN, TX 78701
(30.268086, -97.741319)",10918296,Routine Inspection
Outback Steakhouse,78759,05/18/2021,91,"11600 RESEARCH BLVD
AUSTIN, TX 78759
(30.415589, -97.746643)",2800918,Routine Inspection
BC - Tony C's,78738,09/25/2018,74,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",10262053,Routine Inspection
Juiceland Food,78751,02/26/2020,98,"4500 DUVAL ST
AUSTIN, TX 78751
(30.307097, -97.724541)",10738743,Routine Inspection
Heritage Park Rehabilitation and Skilled Nursing Center,78722,05/20/2020,87,"2806 REAL ST
AUSTIN, TX 78722
(30.28244, -97.711754)",12061669,Routine Inspection
SoCo Assisted Living and Memory Care,78704,02/23/2021,89,"3700 PAYLOAD PASS
AUSTIN, TX 78704
(30.222886, -97.754608)",12393270,Routine Inspection
"Spec's Wine, Spirits & Finer Foods #64",78748,07/01/2021,97,"9900 S IH
AUSTIN, TX 78748",10211522,Routine Inspection
HEB Food Store #465 - Retail,78702,08/20/2019,93,"2701 E 7TH ST
AUSTIN, TX 78702
(30.26053, -97.711148)",2803572,Routine Inspection
Chuy's North Lamar,78753,06/03/2021,77,"10520 N LAMAR BLVD
AUSTIN, TX 78753
(30.375029, -97.690284)",10003981,Routine Inspection
Hilton Garden Inn Austin Downtown,78701,10/29/2019,96,"507 SABINE ST
AUSTIN, TX 78701
(30.265553, -97.736393)",10543115,Routine Inspection
Alamo Drafthouse Cinema,78717,03/29/2019,99,"14028 N US 183 HWY
SVRD SB BLDG F AUSTIN, TX 78717
(30.476816, -97.801366)",10978489,Routine Inspection
Omni Barton Creek Resort & Spa Club-19th Hole,78735,07/11/2019,100,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084298,Follow-Up Inspection
Residence Inn,78730,11/28/2018,98,"10815 FM 2222 RD
AUSTIN, TX 78730",11605927,Routine Inspection
Target Store #96,78704,02/26/2020,98,"2300 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.232367, -97.792279)",2800638,Routine Inspection
Tokyo Gardens,78748,06/28/2019,98,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2803164,Routine Inspection
Tokyo Gardens Catering,78751,06/20/2019,99,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298553, -97.720058)",2802167,Routine Inspection
Another Broken Egg Cafe,78731,04/16/2021,86,"8012 MESA DR
AUSTIN, TX 78731
(30.370008, -97.758069)",12393760,Routine Inspection
La Petite Academy,78748,02/06/2020,96,"9315 CHISHOLM LN
AUSTIN, TX 78748
(30.174456, -97.810834)",2800550,Routine Inspection
Mendez Middle School,78744,09/20/2018,99,"5106 VILLAGE SQUARE DR
AUSTIN, TX 78744
(30.187981, -97.743754)",2800331,Routine Inspection
Tiny Pies,78704,09/19/2018,97,"2032 S LAMAR BLVD
AUSTIN, TX 78704
(30.248853, -97.768626)",11517520,Routine Inspection
LW - Brookdale Lohmans Crossing,78734,01/02/2019,92,"1604 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.355506, -97.978473)",11207538,Routine Inspection
Bluebonnet Food Mart,78704,06/26/2020,91,"1701 BLUEBONNET LN
AUSTIN, TX 78704
(30.254763, -97.772096)",10543229,Routine Inspection
Driskill Hotel -1886 Cafe,78701,05/11/2021,87,"604 BRAZOS ST
AUSTIN, TX 78701
(30.268086, -97.741319)",10918296,Routine Inspection
Hestia,78701,03/16/2021,87,"208 NUECES ST
AUSTIN, TX 78701
(30.266686, -97.749517)",12186342,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,08/08/2019,94,"13419 E US 290 HWY
MANOR, TX 78653
(30.349859, -97.514102)",2802997,Routine Inspection
Express Food Mart #4,78745,08/14/2018,92,"5401 MANCHACA RD
AUSTIN, TX 78745
(30.217313, -97.796192)",2803694,Routine Inspection
LW - Mangieri's Pizza,78734,05/19/2020,96,"2133 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.341773, -97.97018)",10181125,Routine Inspection
Pho Thaison,78705,05/22/2020,82,"1908 GUADALUPE ST
AUSTIN, TX 78705
(30.282296, -97.742103)",11652670,Routine Inspection
LW - Hops & Thyme,78734,04/14/2020,96,"2125 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.342143, -97.970843)",11861148,Routine Inspection
Third Base,78748,09/07/2018,86,"9600 S IH
AUSTIN, TX 78748",10287518,Routine Inspection
El Flamingo Club LLC,78719,12/30/2019,94,"8619 S US 183 HWY
AUSTIN, TX 78719",11463990,Routine Inspection
Taco Shack,78756,10/31/2019,84,"4412 MEDICAL PKWY
AUSTIN, TX 78756
(30.314494, -97.741873)",2800840,Routine Inspection
McCallum High School,78756,04/22/2021,98,"5600 SUNSHINE DR
AUSTIN, TX 78756
(30.325973, -97.72931)",2800177,Routine Inspection
Cover 3,78757,07/15/2021,87,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.358106, -97.735077)",10193027,Routine Inspection
Randall's # 2987 Grocery,78732,06/30/2021,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390328, -97.884583)",10720138,Routine Inspection
Bombay Bistro,78704,03/24/2021,77,"4200 S LAMAR BLVD
AUSTIN, TX 78704
(30.235244, -97.794812)",10486254,Routine Inspection
Children's Courtyard,78759,11/07/2019,100,"4213 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.371414, -97.757)",2801652,Routine Inspection
Hyatt Place North Central,78752,11/28/2018,83,"7522 N IH
AUSTIN, TX 78752",2801734,Routine Inspection
Moms 6,78741,12/18/2020,90,"6301 E RIVERSIDE DR
AUSTIN, TX 78741
(30.224799, -97.703211)",10719486,Routine Inspection
Buttercup Chevron,78660,10/01/2018,85,"14815 DESSAU RD
PFLUGERVILLE, TX 78660
(30.420611, -97.628848)",11348918,Routine Inspection
Schlotzsky's,78726,04/24/2019,98,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",11523769,Routine Inspection
LW - Cafe Lago,78734,09/18/2018,81,"1200 LAKEWAY DR
LAKEWAY, TX 78734
(30.362782, -97.982712)",10484226,Routine Inspection
"Patika Coffee, LLC",78704,09/22/2020,93,"2159 S LAMAR BLVD
AUSTIN, TX 78704
(30.247678, -97.772678)",11213569,Routine Inspection
Sprouts Farmers Market,78759,01/07/2020,87,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.394877, -97.745915)",10297855,Routine Inspection
Banger's Sausage House & Beer Garden,78701,11/05/2019,98,"81 RAINEY ST
AUSTIN, TX 78701
(30.259309, -97.738582)",12032296,Routine Inspection
Texaco-Citgo,78660,04/22/2020,96,"13701 N IH
AUSTIN, TX 78660",2803524,Routine Inspection
Crown Donuts,78750,08/20/2020,93,"10700 ANDERSON MILL RD
AUSTIN, TX 78750
(30.44704, -97.81089)",11108861,Routine Inspection
Chipotle Mexican Grill,78741,09/19/2018,95,"1920 E RIVERSIDE DR
AUSTIN, TX 78741
(30.242031, -97.728362)",11249530,Routine Inspection
Austin Diner,78756,08/21/2018,89,"5222 BURNET RD
AUSTIN, TX 78756
(30.324549, -97.739532)",10747216,Routine Inspection
Raising Canes Chicken Fingers,78746,05/24/2021,94,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273599, -97.799243)",11145733,Routine Inspection
Taco Shack III,78758,03/27/2020,93,"12439 METRIC BLVD
AUSTIN, TX 78758
(30.412366, -97.691077)",2801372,Routine Inspection
Randall's #2483-Retail,78703,11/05/2018,95,"715 EXPOSITION BLVD
AUSTIN, TX 78703
(30.283727, -97.776411)",2803481,Routine Inspection
St. Luke Infant Care Center,78703,10/08/2019,97,"1611 W 14TH ST
AUSTIN, TX 78703
(30.281686, -97.759085)",10052358,Routine Inspection
Back Lot,78705,07/13/2021,89,"606 MAIDEN LN
AUSTIN, TX 78705
(30.301794, -97.739432)",11832712,Routine Inspection
"Chicken Bowl, The",78701,12/28/2018,84,"1610 LAVACA ST
AUSTIN, TX 78701
(30.278879, -97.741426)",2800905,Routine Inspection
BC - Twin Liquors Hill Country Galleria,78738,01/17/2019,100,"3925 MARKET ST
BEE CAVE, TX 78738
(30.307658, -97.937117)",10359618,Routine Inspection
Wendy's Old Fashioned Hamburgers #116,78741,05/15/2019,94,"2224 E RIVERSIDE DR
AUSTIN, TX 78741
(30.238678, -97.72594)",11119204,Routine Inspection
Thunder Cloud Subs,78660,05/28/2020,87,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.455884, -97.660839)",10179804,Routine Inspection
Garfield Market,78617,12/02/2019,88,"5300 E SH
AUSTIN, TX 78617",10768265,Routine Inspection
Charm Korean BBQ,78660,08/05/2020,83,"1200 W HOWARD LN
AUSTIN, TX 78660",11505390,Follow-Up Inspection
"LW - Grove Wine Bar & Kitchen, The",78738,11/22/2019,72,"3001 S FM 620 RD
LAKEWAY, TX 78738",10957424,Routine Inspection
McDonald's   #4941,78704,05/06/2020,91,"1209 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.260767, -97.75796)",2801773,Routine Inspection
Cedar Door,78701,11/16/2018,84,"201 BRAZOS ST
AUSTIN, TX 78701
(30.264286, -97.742741)",2802060,Routine Inspection
Charm Korean BBQ,78660,10/23/2018,93,"1200 W HOWARD LN
AUSTIN, TX 78660",11505390,Routine Inspection
7-Eleven #12702,78741,02/04/2020,97,"1747 E OLTORF ST
AUSTIN, TX 78741
(30.232414, -97.737208)",10599390,Routine Inspection
Craigo's Pizza & Pastaria,78747,04/07/2020,94,"11215 S IH
AUSTIN, TX 78747",10014353,Routine Inspection
IHOP,78759,04/03/2020,97,"11654 RESEARCH BLVD
AUSTIN, TX 78759
(30.416867, -97.746868)",2802867,Routine Inspection
Panera Bread,78753,05/08/2020,94,"13000 N IH
AUSTIN, TX 78753",11663350,Routine Inspection
Brown Elementary,78752,04/07/2021,99,"7801 GUADALUPE ST
AUSTIN, TX 78752
(30.344436, -97.710578)",12185818,Routine Inspection
Austin Roller Rink,78748,09/25/2020,89,"11600 MANCHACA RD
AUSTIN, TX 78748
(30.151943, -97.833228)",10849582,Routine Inspection
Clayton Elementary,78739,11/15/2019,100,"7525 LA CROSSE AVE
AUSTIN, TX 78739
(30.195828, -97.906767)",2802894,Routine Inspection
Kiefer's Cafe & Catering,78758,03/20/2019,90,"2007 KRAMER LN
AUSTIN, TX 78758
(30.388545, -97.709985)",2800830,Routine Inspection
The Gossip Shack 2,78660,07/21/2020,90,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.456005, -97.659227)",12185596,Routine Inspection
Los Catrachos & Sport Bar,78753,08/28/2019,86,"1015 E BRAKER LN
AUSTIN, TX 78753
(30.374936, -97.67163)",11286173,Routine Inspection
"Whole  Foods Mkt. - Specialty(Cheese, Wine/Beer)",78758,03/29/2019,100,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40557, -97.720877)",11055564,Routine Inspection
Flea Market #B,78754,10/13/2018,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.330639, -97.630908)",2800519,Routine Inspection
PF - Pflugerville Health Care Center,78660,10/21/2020,100,"521 S HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.443349, -97.642869)",12392879,Routine Inspection
Accent Food Services,78745,02/04/2019,99,"1701 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.227729, -97.784355)",11749118,Routine Inspection
Bamboo Bistro,78758,08/10/2020,81,"11101 BURNET RD
AUSTIN, TX 78758
(30.396129, -97.720128)",10439962,Routine Inspection
Govalle Elementary,78702,08/21/2019,100,"3601 GOVALLE AVE
AUSTIN, TX 78702
(30.264654, -97.698329)",2800344,Routine Inspection
PF - Yaghis Pizzeria,78660,07/16/2020,90,"1552 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45257, -97.60398)",12392644,Routine Inspection
Foxy's Cabaret,78728,03/29/2019,100,"16328 N IH
AUSTIN, TX 78728",11301488,Routine Inspection
Starbucks #53861,78731,05/21/2020,97,"3637 FAR WEST BLVD
AUSTIN, TX 78731
(30.354762, -97.756107)",11944642,Routine Inspection
Poco Loco Supermercado - Deli & Bakery,78745,07/27/2020,83,"611 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.226725, -97.770608)",11055998,Routine Inspection
Clive Bar,78701,02/07/2019,91,"609 DAVIS ST
AUSTIN, TX 78701
(30.260183, -97.738551)",10307086,Routine Inspection
Golden Fried Chicken,78736,11/08/2019,96,"7101 W SH
AUSTIN, TX 78736",2801247,Routine Inspection
Wonder Bar,78758,01/31/2020,93,"11500 ROCK ROSE AVE
AUSTIN, TX 78758
(30.401164, -97.722738)",11487558,Routine Inspection
Chipotle Mexican Grill #1723,78704,03/25/2020,100,"2320 S LAMAR BLVD
AUSTIN, TX 78704
(30.247216, -97.775896)",10828111,Routine Inspection
Pizza Hut,78753,12/17/2019,94,"8500 N LAMAR BLVD
AUSTIN, TX 78753
(30.353397, -97.705543)",2802468,Routine Inspection
The Children's Center of Austin,78746,01/13/2021,100,"8100 FM 2244 RD
AUSTIN, TX 78746
(30.313032, -97.851963)",2802860,Routine Inspection
Rack Daddy,78728,04/04/2019,100,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728",2801505,Routine Inspection
El Michoacano Mexican Rest.,78617,01/07/2020,85,"2701 E SH
AUSTIN, TX 78617",2800796,Routine Inspection
Woody's Country Market,78748,10/12/2018,97,"100 W FM 1626 RD
AUSTIN, TX 78748
(30.144094, -97.80659)",11772004,Routine Inspection
Deckhand Oyster Bar,78704,03/14/2019,84,"4211 S LAMAR BLVD
AUSTIN, TX 78704
(30.234848, -97.794618)",11474370,Routine Inspection
El Pollo Rico #4,78745,11/26/2019,96,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.209029, -97.78292)",10008709,Routine Inspection
Mia Italian Tapas & Bar,78758,03/12/2020,90,"11420 ROCK ROSE AVE
AUSTIN, TX 78758
(30.400613, -97.722963)",11474136,Routine Inspection
Salvation Pizza/Durham Trading Partners X,78701,05/23/2019,92,"51 RAINEY ST
AUSTIN, TX 78701
(30.256896, -97.739482)",11253125,Routine Inspection
Denny's #686,78752,08/19/2019,97,"7100 N IH
AUSTIN, TX 78752",2800171,Routine Inspection
Taco Cabana #278,78749,01/12/2021,93,"6611 S MOPAC EXPY
AUSTIN, TX 78749",2802942,Routine Inspection
Taqueria Dos Amigos,78753,07/09/2021,94,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.374751, -97.69044)",11796775,Routine Inspection
McNeil High School,78729,05/10/2021,99,"5720 MC NEIL DR
AUSTIN, TX 78729
(30.446655, -97.733534)",2800690,Routine Inspection
Taco Bell #030090,78748,11/06/2019,97,"161 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167179, -97.791596)",11066594,Routine Inspection
Avery Ranch Golf Club,78717,01/31/2020,79,"10500 AVERY CLUB DR
AUSTIN, TX 78717
(30.503161, -97.770413)",11385382,Routine Inspection
HEB Food Store #227,78748,06/21/2021,98,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2803444,Routine Inspection
San Juanita's Tacos,78745,11/13/2020,86,"4619 S CONGRESS AVE
AUSTIN, TX 78745
(30.215303, -97.768761)",11415852,Routine Inspection
Prime Food Mart,78702,02/19/2020,92,"601 N IH
AUSTIN, TX 78702",11662524,Routine Inspection
Oasis Texas Brewing Co.,78732,04/22/2021,79,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.405283, -97.873462)",11175781,Routine Inspection
Pueblo Viejo Mexican Food,78702,10/06/2020,76,"501 N IH
AUSTIN, TX 78702",11561321,Routine Inspection
Short Stop,78723,12/01/2020,83,"6603 BERKMAN DR
AUSTIN, TX 78723
(30.319315, -97.689358)",2800228,Routine Inspection
Fresa's Chicken al Carbon,78703,07/20/2021,85,"915 N LAMAR BLVD
AUSTIN, TX 78703
(30.274587, -97.752443)",10737724,Routine Inspection
RW - Chinatown,78746,11/08/2019,72,"2712 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.270917, -97.78683)",11087574,Follow-Up Inspection
Wal-Mart Supercenter #2133 -Produce,78749,05/21/2020,100,"5017 W US 290 HWY
AUSTIN, TX 78749",10193644,Routine Inspection
Mathews Elementary School,78703,12/10/2020,100,"906 WEST LYNN ST
AUSTIN, TX 78703
(30.278077, -97.760581)",2800428,Routine Inspection
Wal-Mart #3569 (Deli/Bakery),78753,04/27/2020,94,"12900 N IH
AUSTIN, TX 78753",2802103,Routine Inspection
"Little Darlin', The",78745,05/17/2019,86,"6507 CIRCLE S RD
AUSTIN, TX 78745
(30.194148, -97.77723)",11508340,Routine Inspection
DeSano Pizzeria Napoletana,78701,10/19/2020,96,"301 LAVACA ST
AUSTIN, TX 78701
(30.266169, -97.746157)",12186516,Routine Inspection
Fairfield Food Store,78757,10/01/2019,93,"8538 RESEARCH BLVD
AUSTIN, TX 78757
(30.36009, -97.716782)",10464870,Routine Inspection
BC - Whole Foods Market - Prepared Foods,78738,01/06/2021,97,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744463,Routine Inspection
Fresh Plus - Deli,78703,11/20/2019,91,"1221 WEST LYNN ST
AUSTIN, TX 78703
(30.280943, -97.758636)",10090746,Routine Inspection
Costco Wholesale #641,78749,02/13/2020,100,"4301 W WILLIAM CANNON DR
BLDG E AUSTIN, TX 78749
(30.222178, -97.838856)",2803938,Routine Inspection
Westwood High School,78750,10/15/2020,87,"12400 MELLOW MEADOW DR
AUSTIN, TX 78750
(30.457387, -97.797016)",10314272,Routine Inspection
Shipley's Donuts,78750,05/18/2021,94,"10401 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447139, -97.80562)",11378392,Routine Inspection
Sur La Table,78758,05/27/2020,98,"11800 DOMAIN DR
AUSTIN, TX 78758
(30.404981, -97.722872)",11600557,Routine Inspection
Austin Recovery Inc.,78610,12/08/2020,96,"13207 WRIGHT RD
CREEDMOOR, TX 78610
(30.084128, -97.752177)",11588752,Routine Inspection
Hoover's Cooking,78722,12/26/2019,75,"2002 MANOR RD
AUSTIN, TX 78722
(30.28412, -97.720465)",2801069,Routine Inspection
Mama Fu's Southpark,78748,08/03/2020,93,"9600 S IH
AUSTIN, TX 78748",10003416,Routine Inspection
Crazy Fruits,78744,07/16/2020,93,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.160458, -97.776933)",11102855,Routine Inspection
University Towers,78705,01/30/2019,86,"801 W 24TH ST
AUSTIN, TX 78705
(30.288042, -97.746267)",10814775,Routine Inspection
Freebirds World Burrito,78726,02/13/2019,95,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",10923283,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,12/03/2020,94,"3600 S FM 620 RD
BEE CAVE, TX 78738",10260547,Routine Inspection
Zaviya Grill,78727,04/09/2020,81,"1212 W PARMER LN
AUSTIN, TX 78727
(30.408568, -97.680417)",11391031,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,05/29/2019,98,"12532 FM 2244 RD
BEE CAVE, TX 78738",11258261,Routine Inspection
Hilltop Bar & Grill,78669,12/03/2019,85,"22308 W SH
SPICEWOOD, TX 78669",2801301,Routine Inspection
The Rolling Rooster,78727,05/28/2020,80,"13717 BURNET RD
AUSTIN, TX 78727
(30.438049, -97.698662)",11692367,Routine Inspection
Jack in the Box #905,78754,01/03/2020,91,"8706 E US 290 HWY
AUSTIN, TX 78754
(30.328766, -97.658174)",10789972,Routine Inspection
Chick-Fil-A,78748,04/03/2019,97,"161 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167179, -97.791596)",10000498,Routine Inspection
Fiesta Mart - Meat and Seafood #64,78745,04/25/2019,92,"5510 S IH
AUSTIN, TX 78745",11349581,Routine Inspection
SGD,78717,08/20/2019,83,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",11856546,Routine Inspection
LW - Torchy's Tacos,78734,09/18/2020,84,"1945 MEDICAL DR
LAKEWAY, TX 78734
(30.346342, -97.966225)",11598876,Routine Inspection
Amy's Ice Cream,78704,06/06/2019,94,"1301 S CONGRESS AVE
AUSTIN, TX 78704
(30.25101, -97.749135)",2801866,Routine Inspection
Green Mesquite - South Park Meadows,78748,11/06/2019,92,"9900 S IH
AUSTIN, TX 78748",10433841,Routine Inspection
HEB #476 Deli & Bakery,78753,01/29/2020,100,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",2801961,Routine Inspection
Moviehouse and Eatery,78735,01/08/2020,100,"7415 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.256314, -97.868022)",11919334,Routine Inspection
Harmony Science Academy (Austin),78717,05/16/2019,99,"13415 N FM 620 RD
NB AUSTIN, TX 78717",10655854,Routine Inspection
Los Jalisciences,78752,06/25/2021,84,"6903 AIRPORT BLVD
AUSTIN, TX 78752
(30.336257, -97.718097)",2803018,Routine Inspection
El Alma Cafe y Cantina,78704,02/13/2020,86,"1025 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.260282, -97.755598)",10319839,Routine Inspection
Lake Austin Spa Resort-Mn Dining Rm,78732,01/30/2019,93,"1705 S QUINLAN PARK RD
AUSTIN, TX 78732
(30.327467, -97.927038)",2801210,Routine Inspection
Muchos #3,78705,07/06/2021,93,"3201 N LAMAR BLVD
AUSTIN, TX 78705
(30.301666, -97.745352)",11902807,Routine Inspection
PF - Taste of Ethiopia,78664,11/18/2020,78,"1100 GRAND AVENUE PKWY
PFLUGERVILLE, TX 78664
(30.458049, -97.650338)",12392394,Routine Inspection
Hilton Austin -Banquet & Cafeteria,78701,07/21/2021,97,"500 E 4TH ST
AUSTIN, TX 78701
(30.264868, -97.738713)",2801946,Routine Inspection
Nadamoo R&D Room LLC,78704,01/17/2019,99,"1701 S LAMAR BLVD
AUSTIN, TX 78704
(30.250729, -97.76566)",11913349,Routine Inspection
MN-Manor Senior High School - Culinary Arts,78653,02/14/2019,100,"14832 N FM 973 RD
MANOR, TX 78653
(30.378746, -97.527248)",12003576,Routine Inspection
Kerbey Lane Restaurant,78731,07/11/2019,83,"3704 KERBEY LN
AUSTIN, TX 78731
(30.307938, -97.750284)",2800235,Routine Inspection
MN - Carnicerias Lafogata,78653,02/01/2021,75,"216 E PARSONS ST MANOR
TX 78653
(30.340855, -97.556398)",11051473,Routine Inspection
Taco Ranch,78749,12/17/2019,99,"5033 W US 290 HWY
AUSTIN, TX 78749",11833191,Routine Inspection
All Star Grocery,78744,12/20/2019,96,"5303 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.192973, -97.739036)",2803748,Routine Inspection
Williams-Sonoma #978,78759,02/05/2020,95,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394529, -97.75208)",2800949,Routine Inspection
BC - All Star Burger,78738,05/28/2019,99,"12921 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309564, -97.941855)",10655048,Routine Inspection
Subway,78741,11/26/2019,93,"4410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233175, -97.721518)",2801808,Routine Inspection
